gene_name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,neg_log10_padj
SKIV2L,11.659188677389755,0.33834833659609426,0.09423985539556508,3.5902892165517573,0.0003303112517371771,0.001442292986148952,2.840946508449498
CEBPB,73.08068302367619,0.44815818142964475,0.12487493019800724,3.5888563118235597,0.00033213182656536514,0.0014498465483975397,2.8386779610138646
LYPLA1,36.75186232144134,0.335451571780125,0.09349601065610137,3.587870428119,0.000333389887622027,0.0014549411307522412,2.8371545785727
GNL3,32.01649176713413,0.3468469691859171,0.09670683142420673,3.5865818792517863,0.0003350408950840171,0.0014617473157962984,2.8351276949840436
ANKFY1,9.63797060440188,-0.28674261919630417,0.07995103860976968,-3.586477726647886,0.0003351746786194841,0.0014619321088722179,2.835072795248734
POR,44.24222143715398,0.48881938667610847,0.1363298285473735,3.585564449721638,0.00033634992120998015,0.0014666580965769247,2.833671115929083
MARCHF6,15.917253924189984,0.37222310716884977,0.10381961985917454,3.5852867470883583,0.0003367080442019231,0.001467742512556011,2.8333501264256196
COMMD3-BMI1,24.74622047770453,0.2979828826726675,0.08311403794313464,3.585229283127152,0.0003367821937816138,0.001467742512556011,2.8333501264256196
PCBP3,1.076175285626007,-0.970882849971562,0.27080934531772244,-3.585115753049402,0.00033692873412096563,0.0014679810513880764,2.833279550231058
GP2,19.28351934480588,1.6556005413911634,0.46180800557403145,3.5850407992239917,0.0003370255143829951,0.0014680027172389244,2.833273140550208
HOXC6,2.505628840382482,0.9015637155484576,0.2515181119825381,3.584488243976042,0.0003377397758989444,0.0014707132398213837,2.8324719979071946
PLXNA4,1.1000338096566826,-1.1172382465428128,0.3117417826680169,-3.5838578870660815,0.00033855633722935637,0.0014738676374346333,2.831541517096302
TIGD1,2.2840445875685256,0.6456936504072721,0.18018403234855848,3.5835231457036363,0.00033899071009568246,0.0014753569554790315,2.8311028915233183
TRIM36,1.2324364183655294,-0.8271860863462286,0.2308634028848552,-3.5830108887323022,0.000339656443431518,0.0014778521171346863,2.830369021912522
DIEXF,4.971455790321845,0.42058981244166016,0.1174070052246466,3.582322976698907,0.00034055238388772417,0.0014813472846476358,2.8293431142503698
WDR66,0.7692950645106462,1.4858937887897175,0.41488370247373185,3.58147061436764,0.0003416655723502914,0.0014853813218817726,2.8281620414778335
NAALADL1,2.7155179609683393,-0.9898282528710453,0.27637366921979556,-3.581485369663963,0.00034164627295595534,0.0014853813218817726,2.8281620414778335
YARS,16.300946352879265,0.3189177520457872,0.089049881666,3.5813383025252543,0.00034183867704205964,0.001485729939087397,2.828060125045835
ZNF367,3.3656416560048394,0.5446295287699997,0.1520980937572985,3.5807781367665266,0.000342572455997285,0.0014885145574447247,2.827246913662873
PUF60,47.64161554136326,0.3203062799604685,0.0894694613724658,3.5800626833665357,0.00034351179410789626,0.0014921905970620107,2.826175701015063
GNAS,135.7147274795777,0.4122540771846986,0.11516594038930393,3.5796527670518357,0.000344051069499511,0.0014938922526977045,2.8256807249746374
YIPF4,21.869632301880213,0.2616591154200271,0.0730968378480102,3.579622910146856,0.0003440903794049809,0.0014938922526977045,2.8256807249746374
MAGEE1,0.9154394696056367,-0.8665962935824959,0.24218946382205878,-3.5781750366283513,0.00034600171443783254,0.0015017826856300062,2.8233929070521424
AQP7,1.0941698863830003,-1.1951237189632102,0.33406522318209114,-3.577516113707461,0.00034687484161528294,0.0015051638310524759,2.822416226282983
KRT6B,6.3944313898937475,1.8444658397053306,0.5156172091135074,3.5771999209966086,0.0003472945544101014,0.0015058636637943189,2.822214346025144
NCOR1,22.442421293689794,-0.3311931679110053,0.09258558686709821,-3.577156867692763,0.0003473517399042301,0.0015058636637943189,2.822214346025144
PER1,12.130874565914173,-0.6465892367540383,0.18075019959861266,-3.577253237838202,0.0003472237485911352,0.0015058636637943189,2.822214346025144
C17orf59,5.430267623611832,-0.38728897935239065,0.10826865356805232,-3.577110886568475,0.00034741282399857674,0.0015058636637943189,2.822214346025144
BST1,4.821546565200962,-0.6195897013809695,0.17323693314448996,-3.5765450827058607,0.0003481652949201687,0.0015087162779873976,2.8213924239021586
AZI2,9.241725233586395,-0.2800277282151785,0.07830873401937882,-3.5759450299104683,0.00034896497951662005,0.0015117394979710676,2.8205230397480214
YPEL5,21.136537009512995,-0.33302860158205433,0.09313193464892179,-3.5758797756909892,0.0003490520466860026,0.0015117394979710676,2.8205230397480214
TMEM145,0.7760982827074012,2.257975089750032,0.6315361832992195,3.575369312893687,0.0003497338466953032,0.0015138722817157277,2.8199107626733246
NECAB1,1.2479039585694214,-1.4728153450468966,0.41192598766417415,-3.575436823975332,0.0003496436040470047,0.0015138722817157277,2.8199107626733246
MRPL50,16.67764027763044,0.338343662449194,0.09465317908952242,3.5745620559578937,0.00035081460307361353,0.0015181395137069229,2.8186883158918326
COIL,7.343970166097473,0.34003322710840245,0.09515347960934344,3.573523832280469,0.000352209170421529,0.001523762076580154,2.817082839357918
SF3B6,85.10824808319542,0.2984411233676886,0.08351629972049397,3.573447630779725,0.0003523117301093976,0.0015237934986338294,2.817073883705307
CA11,3.6260615080201735,-0.5566930041877531,0.15579974421713083,-3.573131695337806,0.00035273724602943646,0.0015252213531667628,2.816667123213748
CREB3L3,6.113810211529914,1.4089508309857868,0.3943481995636091,3.572859803962463,0.00035310382621335057,0.0015263936688703638,2.8163334439898016
AGFG2,8.787413131961392,0.5657482407502418,0.15839067537117957,3.571853200476877,0.0003544640928154801,0.001531859687599872,2.8147810125701413
TSC2,13.556541407195656,-0.2499119981348283,0.06997456926636796,-3.5714689029882187,0.00035498470199612977,0.0015336950513153511,2.814260983735531
MIR23B,0.7133667176300059,-1.020277778163562,0.28570037420613476,-3.57114610367092,0.00035542255189594576,0.0015347573872039355,2.8139602675653976
C1orf131,4.354900936096793,0.44940001313051764,0.12583955587379925,3.5712142339504727,0.0003553300969201787,0.0015347573872039355,2.8139602675653976
ZNF525,1.8236744427316756,0.7692203081707375,0.2154031338003445,3.5710729672286097,0.00035552182543305993,0.0015347715952145325,2.8139562471045148
AK130076,0.9205066149018257,-0.9169163286179763,0.2568562460053668,-3.5697645779609277,0.00035730218700230973,0.0015420410175889156,2.8119040740959527
GP1BA,1.046017295836892,-1.1620168821483636,0.3255615332409092,-3.5692695957679184,0.0003579778941155341,0.0015445403472497006,2.8112007423582988
TC2N,18.849665430032054,0.627039375892981,0.1756850090515654,3.569111441426049,0.00035819404460229093,0.0015450560488779691,2.8110557613673666
PSIP1,15.91699374829009,-0.4218034155345387,0.11819913128262868,-3.5685830425094642,0.00035891709596946484,0.0015477573798683233,2.8102971165488166
UBXN6,30.640193675401427,-0.307548091087746,0.08618939475979015,-3.568282292095015,0.00035932924658446414,0.0015491169190848158,2.8099158027720295
CNOT8,15.36398940578352,-0.22113504550130797,0.06197601468901326,-3.5680746271106956,0.00035961409048606196,0.0015499270368927577,2.809688745843059
ARHGEF37,3.978379073349524,-0.554000750663688,0.15529554532849002,-3.5673962797312306,0.00036054601846346714,0.001553246030723521,2.808759747540744
SLC25A28,8.550883377141085,-0.3003691949365495,0.08419899444704387,-3.567372709248491,0.0003605784406532652,0.001553246030723521,2.808759747540744
CNFN,6.215679895281924,0.9210347989972895,0.25821012348279565,3.5669972446245213,0.00036109527578094026,0.0015547536048362634,2.8083384275624
CDK2AP2,75.20068377147452,0.44521647311381746,0.12481618124178995,3.566977203471385,0.00036112288232407016,0.0015547536048362634,2.8083384275624
LINC00857,3.8694340809898815,0.6070600052301199,0.17019739329314734,3.566799664108381,0.0003613675277056558,0.0015553880936779103,2.80816122984391
GTF2IRD1,7.670618549543709,0.4594377348755738,0.12881375130278033,3.566682362938508,0.0003615292511808067,0.00155566542690557,2.8080837999379678
NR4A3,3.3794275261314493,-0.7877485300642253,0.22087122321033698,-3.566551217557426,0.00036171014184031245,0.0015560250653824579,2.8079834114147033
NBL1,73.20480528579084,-0.4786155844475351,0.13420215521098428,-3.566377780558632,0.00036194949589200836,0.001556635943871225,2.8078129455917935
PPP1R37,16.280156561468804,0.3876675790561711,0.10871883604377997,3.5657811761345695,0.00036277397925597345,0.001559455380644709,2.8070270468234826
PRDM8,1.6945824948989119,-0.8469209983179232,0.237514711463787,-3.565762276780275,0.000362800126078694,0.001559455380644709,2.8070270468234826
GNA13,19.409828543189047,-0.28969568448887106,0.08127785749125868,-3.564263299140574,0.00036487954863004637,0.0015678872643171869,2.804685167573212
HPS3,9.013367267464437,0.3736807300556668,0.10484260052686299,3.564206993891968,0.00036495787353274354,0.0015678872643171869,2.804685167573212
KIT,4.1948522873558645,-0.8094191108880712,0.22721200471649602,-3.5623958861593805,0.000367485664065022,0.0015783227957023105,2.801804170926484
C19orf40,2.920686371220213,0.5954554250315515,0.16720676910205837,3.5611920990357873,0.00036917485374172814,0.0015851519633002771,2.799929097068178
FAM149A,2.4447469575523364,-0.6545732452641227,0.18381967168201943,-3.5609531845777456,0.0003695109677274746,0.0015861543535467613,2.799654552433403
SRP54,22.444787643237223,0.2894783285780396,0.08129392395322509,3.5608851744516565,0.0003696066992692453,0.0015861543535467613,2.799654552433403
HIST3H2BB,0.785287617306893,1.3235820562060414,0.3717182683134577,3.560712962027221,0.0003698492104169327,0.0015867692177533549,2.79948623313457
GCG,0.9387866713765799,-3.471275261175819,0.9753544493520532,-3.5589884923187203,0.00037228584144894674,0.0015967946901203484,2.7967509202295915
CDH19,0.6914526678774124,-1.546595219928704,0.43464799601222526,-3.5582706790742993,0.00037330450962424377,0.001600734542475639,2.79568068325669
ADORA3,1.7541030907415827,-0.6915492267328928,0.19447449810306916,-3.555989260691548,0.0003765594598680946,0.0016142589177723411,2.79202680570972
PAPOLA,27.74671003616301,0.23533475062292256,0.06618634593192649,3.5556389661542482,0.00037706157594255817,0.0016159781826109636,2.7915645069498174
MIR1914,3.1226089892029054,0.6810620469577156,0.19165383950781825,3.553605024072229,0.00037998943948358235,0.0016276536665798236,2.7884379991362516
SFXN4,10.695749160653012,0.39549177738039265,0.11129252017298476,3.553624059960812,0.0003799619390481031,0.0016276536665798236,2.7884379991362516
PPP1R14B,45.51214983478027,0.4452486675036734,0.12532722585391062,3.5526890862699183,0.00038131486097666345,0.0016324563927755953,2.7871584110512804
CORO1C,34.662128612839915,-0.33294084299322835,0.09371394017959779,-3.552735509308059,0.0003812475800062137,0.0016324563927755953,2.7871584110512804
MICAL2,18.073797391281335,-0.44904684839905257,0.1264135408255074,-3.5522052896128122,0.00038201668887618634,0.0016350232481611938,2.7864760677888083
SHMT2,36.837963654404184,0.4655460823080914,0.1310665911684894,3.5519813108560996,0.0003823420161770317,0.0016357818461647906,2.786274615899533
NID2,8.402876835775164,-0.4956264954683951,0.1395367483549274,-3.5519424188366022,0.00038239853289330755,0.0016357818461647906,2.786274615899533
NR2C2AP,14.968063613787168,0.3881492990981701,0.10928047072238327,3.5518633524577945,0.0003825134538561629,0.0016358358189783482,2.7862602865386465
CUL4A,16.571892350190762,0.29894739322392105,0.0841977536012661,3.550538826007654,0.00038444342526057913,0.0016436498315285188,2.784190700441441
TIGIT,1.4378117652237317,-0.8311176099840065,0.23411072305573505,-3.5501048355915814,0.0003850777708612314,0.0016459218273379016,2.783590795346103
DJ051769,0.7814282578073366,1.8828942744916777,0.5304333974412166,3.5497279838989444,0.00038562939254659903,0.0016478391199412394,2.7830851911415486
VCAN,19.626310898617458,-0.5769036056923867,0.16253540590082494,-3.549402682418617,0.00038610615069429867,0.0016494355729633544,2.7826646433517075
C1orf159,3.9682349177374507,0.47933197966990027,0.1351137428853782,3.5476182469205573,0.00038873121219076525,0.001660206218731393,2.779837963710153
GSTO2,7.955341173857371,0.5812526408971661,0.16387256487460342,3.5469795773438055,0.0003896747972971173,0.001663791724641096,2.7789010401248304
ATP10D,2.930109088209261,-0.4818411242373535,0.13585217002725447,-3.5468047668335894,0.0003899334391996704,0.0016644515997871676,2.778728829075034
CHRNA3,2.467795971709913,-1.6014011337747218,0.45151972568917664,-3.546691412718292,0.0003901012386651843,0.0016647234604366954,2.77865790004423
GPN3,8.421325409177678,0.31777656737013615,0.08962127439387238,3.545771576216989,0.00039146538124899924,0.0016700991051684893,2.7772577566663466
NPM2,0.7474238576886185,1.508671390975913,0.42583975019899023,3.542814850588578,0.00039588053825794195,0.0016884848777659355,2.7725028245945853
LRRN1,3.793797654682122,1.2549243825667147,0.35423880957430426,3.5425942856876187,0.00039621175670155427,0.0016894469305754275,2.7722554458661417
LOC729970,2.463558466155639,-0.6108432839015842,0.1724680498346225,-3.541776488383294,0.00039744208965023506,0.0016942412725959102,2.771024742827202
C3orf18,1.7485583523755701,-0.6298295271322931,0.17784252699976283,-3.5415012244688415,0.0003978570120003157,0.0016955580015685094,2.7706873493065407
ATM,3.6534887509035685,-0.4471191945703727,0.12625433594911017,-3.5414165478688573,0.00039798473165992215,0.00169565037549751,2.7706636896058168
SNORA71C,1.3298016537350255,0.875471111449705,0.24729862169118663,3.5401374478461376,0.00039991869329923023,0.0017034363094977866,2.768674099813015
AV8S2,0.6233688564831628,-1.0431518859512983,0.2946965429769115,-3.539749314375316,0.0004005072737990099,0.0017054890301055044,2.7681510696778493
ALOX5AP,22.23607383611806,-0.6309917055051576,0.17826385039209522,-3.53965037845462,0.00040065743341043765,0.0017056742173144031,2.7681039152163422
HTR2B,1.7953505888862782,-1.0034462816110254,0.2835196569894112,-3.5392476566395605,0.00040126920584151045,0.0017078239556576396,2.7675568988852213
CXCL2,21.20775223910484,0.9201974673181181,0.2600126803633324,3.5390484265316102,0.000401572177720725,0.0017086586273960599,2.7673446962302415
CHD1L,13.986440866871082,0.2967767933584852,0.08387718614164373,3.538230203112884,0.0004028187034885364,0.001713506535988746,2.766114234660766
CBLC,35.932458150545834,0.6572616152068765,0.18576507727712188,3.538133350147306,0.00040296649355520136,0.001713679317007359,2.7660704448890736
TAF13,15.229665543091883,-0.3641925709918326,0.10293956393608147,-3.5379261099063104,0.0004032828961593761,0.0017145688672130879,2.7658450663670795
LRRC25,4.027545074138494,-0.5357393213997493,0.151441241575827,-3.5376051848564867,0.0004037733242647403,0.001716197622273577,2.7654327040623565
GABPA,6.656867147432542,-0.3204277646943611,0.09058548799426507,-3.5372968870537767,0.0004042449804333489,0.0017177457446530028,2.765041118657238
HLA-DOA,7.620015934681723,-0.739121898831013,0.2089608255800839,-3.5371314062297565,0.00040449835713001777,0.0017183657626219406,2.7648843889440475
VPS37D,1.5309490951085754,0.8953095910078893,0.2531609813646705,3.536522832948825,0.00040543145342072896,0.0017211525658070957,2.764180631385728
C2orf65,0.979219767076476,1.3269408677780288,0.37520479403293366,3.536577594105997,0.000405347408506153,0.0017211525658070957,2.764180631385728
RBL2,17.98436945350889,-0.27870986283747656,0.07880967517340112,-3.53649297785132,0.00040547728051252847,0.0017211525658070957,2.764180631385728
HMBS,7.521648288233577,0.41346932440244444,0.11691746924535518,3.536420408953305,0.00040558869277358055,0.0017211685768178217,2.764176591382881
CYTH3,11.66273390154134,-0.3958830047377522,0.11197379681546324,-3.5354968394095034,0.0004070091139938639,0.0017267380559198417,2.7627735393849657
MIR3960,2.4776233390936695,-0.5583475389936455,0.15793997092998793,-3.535188310507866,0.0004074846563400518,0.001728296990683668,2.7623816262481147
PKM2,306.4389635847805,0.40224291117650196,0.11379107896611315,3.534924836210486,0.00040789116583691794,0.001729562381790591,2.762063769250174
UBE2Q2P1,0.9376006110218241,-0.8390896998522226,0.23740726870887124,-3.53438925613177,0.00040871867010536326,0.001732611753707518,2.761298743756128
AARS,39.52644816591176,0.3587745423611613,0.10152594128403755,3.5338213842058686,0.00040959777988766556,0.001735878213730128,2.760480747454636
AX746638,1.7738387565902216,1.123087974236699,0.3178402110570398,3.5334987052193627,0.00041009809858976766,0.0017375380488739759,2.760065676386722
HOOK3,7.5267804634611215,-0.45675611502421287,0.12928476772126363,-3.532946093146668,0.000410956258167941,0.0017407127332729475,2.7592728938155533
CAMK1D,2.9052156090982986,-0.6680538976525839,0.18911487823029627,-3.5325295603609543,0.00041160420646763713,0.0017429955671126901,2.7587037174114903
LY6G6C,1.3349689883454388,2.270376181127595,0.642870164512691,3.531624745485875,0.0004130150036138464,0.0017485067269752195,2.7573326925039514
ENPEP,2.7855746965315533,-0.7374117210331751,0.20883838755472048,-3.5310161587986606,0.00041396645766848296,0.0017516072130508184,2.756563275068335
ENTPD8,6.942674326080326,1.2397052592074147,0.35108484170367943,3.531070305375768,0.0004138817229400584,0.0017516072130508184,2.756563275068335
MAGIX,2.276468375259807,0.7830416559554785,0.22180718284993955,3.530280876815581,0.000415118715677749,0.0017560180591765099,2.75547102205157
MND1,3.0651651795304926,0.590485157409964,0.16728921397354832,3.529726414419828,0.0004159895921919878,0.001759236598558552,2.754675748638915
HORMAD1,1.1248570705308578,2.326379569656513,0.6593151252450077,3.5284789937012415,0.00041795511784115954,0.001767081526779519,2.75274341324723
MICALL1,15.286620086552565,-0.5102355623982554,0.14461179315343783,-3.528312257748431,0.0004182184951224941,0.0017677276597961092,2.7525846425798504
HOXA2,1.2532506619635764,-0.7751603204486537,0.21971302572292759,-3.5280581016902532,0.00041862026002848396,0.0017689582341055652,2.7522824208560284
LINC01270,0.564253614586073,1.7890154163196461,0.5071131762744594,3.527842501476232,0.0004189613591503489,0.0017699318712850935,2.75204345030169
NOP2,17.104234137357604,0.3914756445639473,0.110973038672777,3.5276644601782983,0.00041924323230539684,0.0017706548559332529,2.751866085208415
TNS2-AS1,2.1009384169041443,-0.5642598814392054,0.15995990751745276,-3.527508174994666,0.0004194908073539415,0.0017712326405042314,2.751724393156715
TMTC2,4.199635965287783,-0.44999722779463447,0.1275752036448176,-3.5273095001084442,0.00041980573003214686,0.0017720944095073992,2.751513144505463
ITGAM,2.7420264144162556,-0.6300275850108686,0.17864400506970507,-3.526721116474288,0.00042073968177815156,0.001774326738462923,2.750966402742559
EXOSC2,8.182784651211858,0.3470653228912201,0.09840814709514412,3.5267946113817827,0.00042062291605845685,0.001774326738462923,2.750966402742559
C1orf106,24.512790616447262,0.5674031949021868,0.1608880029708063,3.5266967357730468,0.0004207784235304193,0.001774326738462923,2.750966402742559
ALPL,4.33858728847881,-0.668671188750808,0.18960226652902518,-3.526704616943199,0.0004207658997222625,0.001774326738462923,2.750966402742559
MFAP3L,1.282341090908542,1.1047792593914194,0.31328454738897504,3.526440319508392,0.0004211860793852166,0.0017755774873107338,2.7506603700663055
SELRC1,6.524481925573984,0.3745720958381902,0.1062305304982395,3.526030549611138,0.0004218383057013338,0.0017778583310923371,2.7501028488079564
CBLN3,1.2236737587977657,-0.7212025461205882,0.20454824733089183,-3.5258309740191494,0.0004221563094428625,0.001778532249691915,2.749938255450785
TXNDC12,62.245445187349986,0.2792002284190604,0.07918797792392022,3.5257906028021293,0.00042222066415450337,0.001778532249691915,2.749938255450785
SKIV2L2,19.30391201817077,-0.24248771333804256,0.06878686821140362,-3.525203569274324,0.00042315747479824387,0.0017816258075427167,2.749183505003982
MGC70870,0.93192054730516,-0.9922501956798531,0.2814741835852825,-3.525190776081303,0.00042317791226061525,0.0017816258075427167,2.749183505003982
GEMIN6,7.3873416726454275,0.3555648041100047,0.10088709936174352,3.524383259697872,0.00042446980778805755,0.0017865944265677916,2.7479740251634173
BSCL2,26.62856818409104,0.36160472343097555,0.10263352106826437,3.5232614029724494,0.00042627070990763883,0.0017937022766903012,2.7462496406234105
MRPS9,15.934419279579325,0.2811972300603176,0.07983334271684797,3.522303094055135,0.00042781471829742685,0.0017993064782239662,2.7448948564070075
C11orf48,24.263601429963174,0.31625769637556805,0.08978739314923911,3.5222951160849925,0.00042782759413430386,0.0017993064782239662,2.7448948564070075
THSD4,2.312058855373719,-0.6932494371789507,0.19685242352541138,-3.521670827128325,0.0004288362717072148,0.0018030744108857126,2.743986350055068
OTUB1,51.151555061096126,0.2626740119040736,0.07458999368907426,3.521571713747836,0.0004289966154971327,0.0018032744168767487,2.7439381786204717
MSH6,11.136290313459993,0.3082668437231406,0.08754238973868214,3.5213437129524405,0.0004293656834772746,0.0018043514530359055,2.743678866323967
CEBPA-DT,2.403572468738735,0.8356294731060179,0.23732724034859512,3.5210010948537307,0.00042992084152567757,0.0018062097362048302,2.7432318210282145
DSCR6,0.6807743968787414,2.0166387699169674,0.5727658092396727,3.520878406820385,0.0004301198008469657,0.001806570952335955,2.743144977022686
RGL2,13.668107874445573,0.38616566305557487,0.10970305259893921,3.520099522365606,0.00043138489983466483,0.001811408757446505,2.741983536945749
GRID1,0.6031018854860392,-1.1010126788270649,0.3128420197353577,-3.5193887309589806,0.00043254242996248625,0.0018157924534261368,2.7409337931953845
CNOT6L,6.080281542227952,-0.3538318797499973,0.10055103782280223,-3.5189281723132835,0.0004332940012935217,0.001818470099916906,2.7402938354109474
BCL2L11,5.789225187440318,0.4143754004855919,0.117783132908451,3.518121739958067,0.00043461293029110535,0.0018235268316333703,2.7390878420323594
C1orf56,5.6596258180447725,0.40444224187867744,0.11499808458547038,3.516947637315494,0.00043653989019960164,0.0018311313862255066,2.7372804933467973
MRPL24,59.66700136649104,0.3658937759599865,0.10404081414703686,3.5168292266810117,0.00043673467012783835,0.0018314679715038381,2.7372006718237727
YWHAG,53.00392643794001,0.285955973433532,0.08137041582736466,3.514249872339546,0.00044099777196224184,0.0018488606118710665,2.733095829661329
HSD17B7,3.0868936885028875,0.5365577570085437,0.15270070551496964,3.5137870201650347,0.00044176686268146393,0.0018514151189593622,2.7324961940723207
RPL26,555.3781365088939,-0.3782762500923847,0.10765618267958284,-3.5137438526707614,0.00044183865503120235,0.0018514151189593622,2.7324961940723207
BEND3,2.482657769262689,0.6056563884734624,0.17237227109673575,3.5136532379594074,0.0004419893928115691,0.0018515615381338721,2.7324618492489767
AK296966,2.448030909391132,-0.6022595147026103,0.1714516703185909,-3.512707187882706,0.0004435660185723483,0.0018576795801393006,2.731029192698588
FAM72B,0.7917598733540557,1.1774014335322218,0.33519825594119007,3.5125523855314893,0.00044382450135275277,0.0018582754062923586,2.730889920821717
BOLA3,30.356642902792775,0.341215457449865,0.09716573012625193,3.5116852104801555,0.0004452750772352296,0.0018633730659490505,2.7297001862938193
PRKACA,24.088086938227157,-0.268777558742451,0.07653656616753236,-3.5117535604369636,0.0004451605837025008,0.0018633730659490505,2.7297001862938193
FRG1,15.530003454080997,-0.2977611799818445,0.08483246584340103,-3.5099908628319905,0.0004481220926415872,0.00187479651003113,2.7270458635983994
TTR,6.818962506978231,1.6196089289889555,0.46150817338416733,3.509382980397977,0.0004491476530221022,0.001878595598175102,2.7261666996138896
SLC39A4,22.710192850198993,0.7464187310002575,0.21271857389499507,3.50894948820367,0.0004498803366344443,0.0018811680394311622,2.7255724084165998
HMGA1,204.18024284182556,0.5677632715222025,0.16182555128052933,3.5084896484484593,0.00045065877171079503,0.001883930394681206,2.7249351470655903
AK074396,3.119275199430639,-1.0044333867346744,0.2863823022680073,-3.5073165442838294,0.00045265034689499626,0.0018917613818220048,2.7231336444106815
CHMP4C,15.499897664458043,0.4890353726343245,0.1394394729269042,3.5071516147417063,0.00045293100489890545,0.0018924397095201196,2.722977947621712
CDKN1B,23.814738089523306,-0.31636368245109875,0.09022032828593833,-3.5065676268483164,0.00045392607395615354,0.0018961018606475694,2.722138335600855
TCN2,15.237143000037637,-0.5099242719951265,0.14548850535698477,-3.5049110632068605,0.00045675983947962947,0.0019074405414675568,2.719548990943203
TRAF3,4.345582902334587,-0.38967675003211555,0.1112113372537167,-3.5039300817245818,0.0004584457080589634,0.001913980906491599,2.7180623989764685
BLOC1S3,7.688268931567686,0.3689809885150634,0.10532697503726005,3.5031955335709033,0.0004597118675303394,0.0019187660563325837,2.716977972965076
RASGEF1A,2.226649351655061,0.831244566997838,0.2373045476802567,3.502859827692194,0.00046029161808291177,0.0019206844919482668,2.7165439702031504
DKK3,35.85707316904141,-0.5098267551257192,0.14559481009551428,-3.501682201386564,0.0004623307297480729,0.0019286898952965523,2.7147375948485735
LINC00460,1.014594433281839,2.23253678432419,0.6375957135676534,3.5014927748370157,0.00046265951599123756,0.0019295580752999187,2.714542145621879
GSTA2,3.936060895896774,1.8400201388726982,0.5255789782904269,3.5009393732942096,0.00046362130098508934,0.0019328369670535501,2.7138047767500635
HES1,52.686590166356055,0.44542626893654597,0.12723188274545533,3.500901341118105,0.0004636874675182876,0.0019328369670535501,2.7138047767500635
TMEM198,3.21347508914833,0.7392538253445994,0.21119047187967774,3.500412773194507,0.0004645382382054076,0.001935878662732465,2.7131218669435095
SRSF1,31.98063321802434,0.2104794372916414,0.06013355346063173,3.5001995587943786,0.00046490997666917566,0.0019369230137936734,2.7128876406897895
FRAS1,2.083070445163187,1.0134770720740418,0.2896069924427395,3.499491029293515,0.00046614728960154916,0.0019410664481064508,2.7119595972484154
PSEN2,8.02661618609085,0.37206732227044037,0.10632032267113889,3.4994939153945936,0.00046614224334531846,0.0019410664481064508,2.7119595972484154
NDUFAF6,3.4723702267946512,0.4940239197173673,0.14118628278882028,3.499092900238083,0.000466843894288247,0.0019434610439128012,2.7114241602466422
MRP63,21.444898028907065,0.40001569908188517,0.11433458351117401,3.4986413279127513,0.00046763518389639886,0.0019458684484690721,2.710886523797959
ZNF354C,0.7552576851038351,-0.9244451452510569,0.2642310647606939,-3.498624002019971,0.00046766556894725734,0.0019458684484690721,2.710886523797959
RGS5,58.21312979287283,-0.6024959725846091,0.17226198803907047,-3.4975561320467166,0.00046954189077705885,0.001953167230365549,2.7092605707850073
ZSWIM6,5.229238798233,-0.3621567551645985,0.10356827600946952,-3.4967923491502897,0.0004708882157896246,0.0019582581457675157,2.7081300582465966
MIR3074,1.4227414749621954,-0.775227635955058,0.22173320192696416,-3.4962181090516484,0.0004719028031539271,0.0019619671925198375,2.707308259049203
NCR3LG1,3.1418680242569335,0.732924919839587,0.20964055962534806,3.4961026680591227,0.0004721070143459822,0.0019623059941232795,2.7072332695363923
C19orf48,27.580376088004655,0.5245801268315007,0.15005831239146106,3.495841839557776,0.00047256871468640335,0.001963714591433365,2.706921632828478
PTGER1,2.9716256069290132,-0.8995561788682626,0.25737589465772304,-3.4951065641347534,0.0004738725160278693,0.001968620818728405,2.70583792641762
RAB15,11.893716651209425,0.5235918814180502,0.1498178000106099,3.494857629607231,0.00047431469023879265,0.001969945947251505,2.7055456901493002
ANKRD13A,10.59004292486277,-0.30463780977260524,0.08717024219450352,-3.494745478541461,0.0004745140262192394,0.001970262082380067,2.705476000558734
MTERFD1,10.02772568725765,0.33519869528740553,0.09594328666077358,3.4937170379889806,0.0004763456117563572,0.0019763275381380774,2.704141077856742
FKBP4,38.70607436571754,0.43134701869788267,0.12346238105374265,3.4937526315009197,0.0004762821120201608,0.0019763275381380774,2.704141077856742
LRWD1,10.064284538582017,0.4006963812740135,0.11468642957510171,3.4938430183810016,0.00047612089499584427,0.0019763275381380774,2.704141077856742
XYLT1,4.248051483390499,-0.41528625069276226,0.11889942845885318,-3.4927522871691337,0.00047806976270927493,0.0019829664087474205,2.70268464263746
IL12RB1,1.8463624196507402,-0.6342708248494607,0.18161984876454146,-3.492299047510784,0.0004788817764697257,0.0019858193998316684,2.7020602509176768
CD200R1,0.6224585306431432,-0.9939411557401613,0.2846559650367154,-3.491727832269248,0.00047990698492343507,0.0019895547547124004,2.7012441040962663
TFAP2C,2.3034585350283265,1.3503188459895792,0.38676201792793213,3.4913429535399536,0.0004805989133990102,0.0019911343272699237,2.700899440311994
CHDH,9.901315091402754,0.5439636909257642,0.15579956465084466,3.491432675982225,0.00048043752878485456,0.0019911343272699237,2.700899440311994
CDK14,4.015200258154293,-0.6599466581257205,0.18902561278705948,-3.4913081269529407,0.0004806615699350785,0.0019911343272699237,2.700899440311994
