TF,mean_CIN,mean_GS,diff_CIN_vs_GS,stat,pvalue,padj
NR1H2,7.475994510431002,7.608895002388941,-0.13290049195793863,-1.892000127465183,0.060995466295191765,0.0807851064709651
NR1H3,6.7097497645110495,6.864949014414263,-0.15519924990321332,-1.8684411381473307,0.06436705644940331,0.08487337531823977
RXRG,1.403426880163633,1.5952431498075736,-0.19181626964394072,-1.865415433226974,0.06518108437485505,0.08556811957580089
POU2F1,6.725644305289243,6.8617121894456075,-0.13606788415636473,-1.8383643484738268,0.06888955513222154,0.09003985714650008
AR,21.707360851619434,21.951407110749376,-0.2440462591299415,-1.8318150931386237,0.07040553301523317,0.0916194272425305
GATA4,-0.17107159438701625,-0.04125731968033558,-0.12981427470668067,-1.810854634677264,0.07302062275835892,0.094609328617352
DEAF1,3.922663211869486,3.7977990638455745,0.12486414802391144,1.7373667399889798,0.08490254275967181,0.10952795559472814
SNAI1,-1.3012307718129403,-1.155133966844972,-0.14609680496796829,-1.7107727984032928,0.09174125365192697,0.11784005857014757
ZNF740,13.57059928092614,13.39291342656654,0.17768585435960027,1.6966250327906098,0.09315533674535173,0.11914287703911938
CEBPD,14.263941814767675,14.448260639391599,-0.18431882462392402,-1.657533786612943,0.100220007600208,0.12763060796949566
ETS2,6.765763653850648,7.028673654064572,-0.26291000021392374,-1.6337014827651082,0.10613271553475898,0.13458531586960926
NFYB,16.58278588862255,16.49232469428117,0.09046119434137978,1.6289321984988883,0.10698994504543591,0.13509747298110128
E2F5,3.547033279766017,3.465999371681694,0.08103390808432298,1.5638969979064725,0.1202036476177459,0.15114213919868474
TCF7L2,13.84612014853797,14.073155213837564,-0.22703506529959405,-1.5372069111130635,0.12735430690398022,0.15946043469489962
SOX13,11.804721570771486,11.979368384367934,-0.17464681359644807,-1.5023533220821488,0.13623706583672798,0.16986881012278215
ZKSCAN1,11.951551186710546,11.804135882157631,0.14741530455291496,1.465395580235298,0.14604687790466986,0.18134154006496506
RFX2,4.465344273950507,4.535472191100174,-0.0701279171496676,-1.4347347201225462,0.1535550946942851,0.18987310464272597
GABPA,14.42640977114282,14.312310837044562,0.11409893409825855,1.399521516526294,0.16444587650868614,0.2024994677668945
SP4,13.514697974313517,13.430673969873272,0.08402400444024494,1.397307793491609,0.1651266362754139,0.20250097781923188
TFAP2A,14.212327217888602,14.034237556910295,0.1780896609783067,1.391625580668145,0.16766355373796937,0.2047694221881757
STAT6,3.8056423226571194,3.9096998729585586,-0.10405755030143915,-1.3831950108869662,0.16994523911295897,0.20645363170912254
NFYA,14.739895674884073,14.844689902203791,-0.10479422731971866,-1.3843696054222483,0.1704281657733025,0.20645363170912254
ZNF384,17.85143657104681,17.988477850268932,-0.13704127922212095,-1.308448374156998,0.19409460793425412,0.2341708225279665
USF1,14.321226601855646,14.48373597351853,-0.1625093716628836,-1.25717347467143,0.2119299583807181,0.25465777257037897
CEBPB,8.616988683537876,8.793861765153496,-0.17687308161561965,-1.2539868449589626,0.21298887982566936,0.25490235416887336
ESRRA,13.664182057334969,13.513226149477717,0.15095590785725221,1.2476201825735054,0.21537979585503375,0.2567327166592002
TP63,12.447132622644954,12.698498594384349,-0.25136597173939457,-1.2365896326053019,0.21961361994545217,0.2607364890189034
GLI2,0.9527125572128878,0.8747034056699965,0.07800915154289134,1.171475213944542,0.24352837433073554,0.28798196647047297
NR5A1,-1.1067582865655634,-1.1585285562705996,0.051770269705036176,1.164637430788477,0.24621438595904407,0.29000745856045507
KDM5B,10.349148935083186,10.41494261111283,-0.06579367602964403,-1.1546761008001605,0.2511508282778618,0.2946572709716646
ZNF197,5.196562086407541,5.136828990801332,0.059733095606208764,1.1290442134260499,0.2618014573079676,0.30594836971676215
BACH1,15.132570689066817,15.04474045951756,0.08783022954925812,1.1249637433668187,0.2631955791796823,0.3063761038888489
SMAD5,6.512317590431658,6.574336608407611,-0.06201901797595344,-1.121428622134777,0.264522757078036,0.3067228856391235
YY1,4.222983622646089,4.169089130642874,0.05389449200321472,1.1104912777202214,0.26912832843231865,0.31085365066988746
ZFX,15.731403103293053,15.645212735582028,0.08619036771102451,1.097284440451055,0.27558113128874046,0.3170779039538404
ZBTB7A,19.069528046582377,19.278364841368436,-0.208836794786059,-1.0891760474373389,0.2786692228523058,0.31939780157687353
CDX2,9.252615901968253,9.60336001032964,-0.35074410836138625,-1.0742212317124433,0.2853582648376016,0.3258113521900586
FOXO4,6.762770086854314,6.830993964324562,-0.06822387747024816,-1.0686297184071594,0.28723931577591727,0.3267073133634479
NCOA2,9.544682775317664,9.450806327595886,0.09387644772177772,1.0516234509367104,0.29532035753792774,0.33462154580343145
ATF1,13.941194282089839,13.863923825161192,0.07727045692864642,1.026222319860481,0.3071290216240602,0.34668351683321946
NR1H4,0.06982033899019749,0.15974498503122167,-0.08992464604102418,-1.003499031937684,0.317798651984663,0.3573735784582248
EPAS1,15.128200144568003,15.250870733487082,-0.12267058891907823,-0.9601993220170839,0.3390814663144146,0.3798732216605096
BHLHE40,16.08107636729347,16.176266557262757,-0.09519018996928708,-0.9248932867955925,0.3571874904777902,0.3986586972373838
FOXL2,4.1205580115221245,3.991132575286264,0.12942543623586067,0.9149636601136337,0.36269544654611297,0.4032956830997823
SIX5,8.21715776909528,8.330876762744609,-0.11371899364932858,-0.8918678139886788,0.3743090603082747,0.41466208167979873
HSF1,15.719436708409209,15.647061069955608,0.07237563845360029,0.8070534828353648,0.42134808715423655,0.4650434443406018
ARID2,11.564144326350483,11.480178840906829,0.08396548544365423,0.7648202077338808,0.4461974117390105,0.49065250442149494
HES1,0.6343686233903663,0.6882080731501476,-0.05383944975978139,-0.7426839205547783,0.4594118205064288,0.5033261857018962
ZNF217,7.433941810965389,7.501111212554525,-0.06716940158913598,-0.7357301089036894,0.4636367312005517,0.5060943073178183
NR1I2,1.3970979869344031,1.4900362356072563,-0.09293824867285316,-0.7282778847344827,0.46810683370082795,0.5091088921271778
NRF1,15.226895897863487,15.17244048450572,0.0544554133577666,0.713695185171942,0.4771185332070407,0.5170229923479932
KMT2A,10.19644108527647,10.294067305768497,-0.0976262204920264,-0.663329586707227,0.5087239747032597,0.5492744364549688
ZNF639,11.757740811572319,11.825668220897565,-0.06792740932524666,-0.6538366252111009,0.515091323077504,0.554141567787351
LEF1,6.739012647521328,6.810071721917776,-0.0710590743964481,-0.6359698049908965,0.526345441683913,0.564212020222324
NR5A2,7.070180313202913,7.1128213298940235,-0.04264101669111042,-0.5999176510894152,0.5503555612941042,0.5878349722782906
FOSL1,9.322202169297977,9.385350525179305,-0.06314835588132794,-0.5734999220186866,0.5675557705922907,0.604041498701795
MAZ,17.882691342517194,17.800296188080317,0.0823951544368775,0.51481609077415,0.6078103751080728,0.6445818212889882
ZNF274,5.476001922617573,5.428709325439369,0.047292597178203444,0.4851033325674271,0.6286621449395196,0.6643309191204851
LHX4,-1.3346756789917127,-1.3473629320413527,0.012687253049640024,0.46976815361931484,0.6392324964088466,0.6731140774905876
HNF1B,7.648345249550152,7.57073566648685,0.07760958306330235,0.452494184665488,0.652097062793485,0.6842426926495019
PPARA,3.8526624313760216,3.9216302066893003,-0.06896777531327869,-0.4277062676135493,0.6697802809354884,0.7003316621711422
STAT2,17.900137158982453,17.794919058798698,0.10521810018375533,0.40701967871667294,0.6847086753468091,0.7134377106760459
ZNF592,7.856128834197797,7.88306953252909,-0.026940698331292978,-0.40011929560011894,0.6899459022918806,0.7163898218919178
IRF9,11.946260408274998,11.905074435701646,0.0411859725733521,0.30386344415939404,0.7618356519570861,0.7882882787611516
FOXA2,8.830455216352323,8.79829972831869,0.03215548803363255,0.25350672241927835,0.800364670689959,0.8252895220263244
HBP1,10.288254077733086,10.303370313508719,-0.015116235775632703,-0.20893569752240893,0.8349795465117661,0.8580134650362287
IRF8,2.4677494713347876,2.4807787519658486,-0.013029280631061013,-0.18849779467346497,0.8508636794930855,0.8713311906836407
E2F6,8.49598773071818,8.480374248605054,0.015613482113126409,0.1723626425114691,0.8634986730493337,0.8812417964681556
HNF4A,44.54258719479889,44.585184758463896,-0.04259756366500511,-0.12152696053460395,0.9035441230713456,0.9189629647619829
SMAD1,7.2036544766336394,7.214498362802697,-0.010843886169057626,-0.10811392831555305,0.9141122199893722,0.9265491209416085
NCOA1,10.086836227869586,10.079671234103225,0.00716499376636115,0.07791597214000573,0.9380621959837121,0.9476018115360888
USF2,16.623696226993367,16.618452655084237,0.00524357190912994,0.04148953702733453,0.9669913766007651,0.9735251021183379
NFE2L2,15.201242632694122,15.198766430994397,0.002476201699725067,0.02098987892245099,0.9832983088719773,0.986609077588718
SP3,8.708040485802869,8.706870330889224,0.0011701549136446943,0.008775471233833453,0.9930183397077903,0.9930183397077902
