TF,Mean_Act_CIN,Mean_Act_GS,Delta_Activity,p_value,q_value
FOXK2,0.2656308188677322,-0.24169895377016337,0.5073297726378956,0.09534193478497054,0.12598755668013964
ZNF143,-0.003878497022674659,0.4723388717044503,-0.476217368727125,0.09781346156238671,0.128742619368675
BCL6,0.07956109494551988,-0.12828084047290475,0.20784193541842463,0.10356160759387946,0.1357717138927632
NR2F6,0.04930168867195267,-0.25635443503942495,0.3056561237113776,0.10620105691593279,0.13868608609021812
ETV6,-0.06478243083712162,0.4113808618138515,-0.4761632926509731,0.10957506069323067,0.14253318441736645
SMAD5,0.01881853320063625,0.20053238774376292,-0.18171385454312666,0.11444036168231837,0.1482826476272841
ETS1,-0.3012467605260917,0.57244757741993,-0.8736943379460217,0.12020714728990858,0.15515108545557968
AR,-0.2511122229794621,-0.01761916267931112,-0.233493060300151,0.12543754573254956,0.161276844513278
ESRRA,0.903815784404675,0.42503061196980807,0.47878517243486696,0.12696406799845356,0.16261167170571167
NFKB1,-0.6654950516555143,0.27099248548554095,-0.9364875371410553,0.13481450699100098,0.1720047158161047
KMT2A,-0.2755578126371269,0.23597340049871698,-0.5115312131358439,0.14052941312285513,0.17861181133553725
NFE2L2,-0.04085848568127183,-0.3002056579453565,0.25934717226408466,0.15340095291701833,0.19276421630704565
KLF3,-0.15124530707426587,0.11218387031816582,-0.26342917739243166,0.15340095291701833,0.19276421630704565
ELK4,-0.23282048432884334,0.06636486872800285,-0.2991853530568462,0.15340095291701833,0.19276421630704565
ARID2,-0.04088069014587149,-0.812688503469708,0.7718078133238365,0.16620545744498572,0.208069238079625
NCOA3,0.3822815444146094,0.8013890006901065,-0.41910745627549717,0.18792649867518685,0.23438023992073864
BACH1,0.5147149625717953,0.08661641861321245,0.4280985439585828,0.19209125992148857,0.238680558036775
E2F6,0.2633794872352186,0.3428828680217998,-0.0795033807865812,0.19419891443194892,0.24040237362765424
ZNF740,0.8381109700016892,0.21060411956499545,0.6275068504366937,0.195259084560938,0.24081953762515684
IRF9,-0.08211730050989885,-0.20579699174372926,0.12367969123383041,0.20609496577123387,0.2532458435491545
EGR2,0.5065997341376456,0.14277409132558302,0.36382564281206253,0.21393573293271984,0.26191396715660187
ADNP,-0.15196845685039453,0.010504370704800037,-0.16247282755519457,0.22432987405258853,0.2736331430751355
HNF4G,-0.022458646470954413,-0.09360192894187501,0.0711432824709206,0.22550668646132366,0.27406469558985685
NR5A2,0.04971062243454283,0.27473741994687156,-0.22502679751232874,0.22906355276244728,0.2768083558563061
LEF1,0.13741804436196844,-0.2270836660553803,0.36450171041734875,0.23025800171830868,0.2768083558563061
GFI1B,-0.08067365387105989,0.13291447123475053,-0.21358812510581043,0.23025800171830868,0.2768083558563061
TCF7L1,-0.04672684192008334,0.015872121796782077,-0.06259896371686542,0.23145687252188862,0.2772486998193846
FOXO4,-0.15567903351809376,0.03302173504925366,-0.1887007685673474,0.2424464884041725,0.2893716151920768
CUX1,0.01266329918858232,-0.21853980464526276,0.23120310383384507,0.2436898391635275,0.2898168444337666
ZNF384,0.3961958197621288,0.6069829795088295,-0.2107871597467007,0.2537980055621011,0.3007641845273298
SIX5,0.36993779281449196,0.6736423395976489,-0.3037045467831569,0.26026187201565376,0.30733050844401666
DEAF1,0.0061084085012678285,-0.1399007990984076,0.14600920759967545,0.2775979143842472,0.32664348229665835
GLI2,0.2051525986633571,0.30576314032256896,-0.10061054165921185,0.28725141326577797,0.33681239654050726
HSF1,0.14924070780340776,-0.1699146802966265,0.3191553881000343,0.2900506809452884,0.3389013219466001
ZKSCAN1,0.0769246340366189,0.1732467545891543,-0.09632212055253542,0.31162933111276625,0.36157688940958593
NR1H2,-0.1952916697306631,-0.09319952825457786,-0.10209214147608522,0.31162933111276625,0.36157688940958593
FOXK1,-0.3116909186121733,-0.11408168741991202,-0.19760923119226126,0.322052674784323,0.3723734052193734
FOXA3,-0.11036522104209168,0.3073078002686192,-0.4176730213107109,0.3296356379028047,0.3798223786215708
NR1H3,-0.3659609864556289,-0.18386680472453504,-0.18209418173109387,0.33270094459072574,0.3820324639610747
PPARA,-0.1364230624776947,0.4245383677087581,-0.5609614301864527,0.3373333013258728,0.38602058192960703
HBP1,0.057380692260108966,0.2058055753966679,-0.14842488313655894,0.3692677446780679,0.42111698280067333
PPARD,-0.25883759825948544,-0.10889372469318268,-0.14994387356630276,0.3725614429033488,0.421982858798691
FOXP3,-0.18018739467146655,-0.015177437662860662,-0.16500995700860588,0.3725614429033488,0.421982858798691
ZNF592,0.4776050362041434,0.14321858713744645,0.33438644906669696,0.399561720492412,0.45103068787787526
BMAL1,0.09158665090048727,0.38383562492139084,-0.29224897402090355,0.41173534900413356,0.4632022676296503
SMAD1,-0.14087782239746355,0.14145675922436687,-0.28233458162183045,0.41525353347080585,0.4655872951036308
NCOA2,0.6781350732757134,0.3532113566812968,0.32492371659441666,0.4205639846660708,0.4699590835362469
HIF1A,-0.12835277668175984,0.10386585378764748,-0.23221863046940733,0.4349186826049809,0.4843743187540423
EPAS1,-0.06818204701794742,-0.08425673469629205,0.016074687678344635,0.4644609521833648,0.5155516569235349
PAX3,0.8483354945632391,0.16380363542028262,0.6845318591429564,0.4663436969625798,0.5159217644137511
HNF4A,1.084504230466889,1.5841360323391016,-0.49963180187221257,0.47772867532859076,0.5267670492861614
IRF8,-0.006611720796657783,-0.07617861605148424,0.06956689525482646,0.4796408422292413,0.5271300345291662
ZNF83,0.10638772624282136,-0.04023017827028345,0.1466179045131048,0.4970367785901577,0.5444514712846136
CEBPD,-0.03982469616868123,0.12902128520760686,-0.1688459813762881,0.5068445070701966,0.5533744946045097
USF2,0.053447515806467824,-0.08631525938031856,0.13976277518678637,0.5127775973732891,0.5580226794944616
KDM5B,0.041028536927349604,0.11279717925416,-0.07176864232681039,0.5227459169896626,0.5670175581679402
FOXL2,-0.30775805745619955,-0.2671068656856793,-0.040651191770520234,0.5388997169390053,0.5810703865160011
SOX4,-0.12030865624854237,-0.044924828433522225,-0.07538382781502015,0.5409363958557367,0.5810703865160011
PITX1,-0.049285596114761736,-0.002308899456543556,-0.04697669665821818,0.5409363958557367,0.5810703865160011
USF1,-0.05948601504377751,-0.14519551961003563,0.08570950456625812,0.5973361010550233,0.6395913879463754
ZNF274,-0.08229777091278931,-0.18287053260194364,0.10057276168915433,0.6145463647563296,0.6559100623841595
ZNF639,0.29053771719669563,-0.18510754439170649,0.47564526158840215,0.6188828131979195,0.6584280408782978
PROX1,-0.19409695363735657,0.07269215486672886,-0.26678910850408544,0.6407621669832917,0.6795344000173126
IRF1,-0.7702571558885944,-0.7737670968112385,0.003509940922644006,0.667433989501709,0.7055730746160923
HSF2,0.1377135251146063,0.11057973699427866,0.027133788120327643,0.6809318771052468,0.7175642882153392
STAT6,-0.2665157024785363,-0.12390184844300267,-0.14261385403553362,0.6922589299189438,0.7271994437318874
NR1I2,0.05705798143865663,0.25066362525907543,-0.19360564382041878,0.7036552347035687,0.7368465193593974
PBX1,-0.07967569086042631,0.1321018531244064,-0.2117775439848327,0.7197220251209344,0.7489607323914724
RELA,-0.5873621646959974,-0.135582964348377,-0.4517792003476204,0.7197220251209344,0.7489607323914724
MXI1,0.18136855318067802,0.22040584716241926,-0.039037293981741245,0.7243357415711632,0.7514137132186833
NCOA1,0.808362741077819,0.8354945193700277,-0.027131778292208697,0.7382364790514182,0.7634557376525536
RFX2,-0.13554421273999462,-0.1156257758038482,-0.019918436936146422,0.7828031278977945,0.8070385188543826
BHLHE40,0.0541873398747979,0.01052825066693215,0.04365908920786575,0.8209008157726776,0.8437036162108075
THAP1,-0.07475385994956252,-0.2965526506506789,0.22179879070111636,0.8256948861584533,0.8458755402669696
IRF2,-0.775030306114275,-0.8001755128663133,0.02514520675203824,0.8280943727538502,0.8458755402669696
STAT4,-0.4859563786041635,-0.40159624495875224,-0.08436013364541128,0.8328981403748213,0.8481806750605979
HES1,-0.05328205667972185,-0.22976395048877046,0.1764818938090486,0.8642670762792926,0.877441879271355
ZNF197,0.031070490657917435,-0.15775045918046257,0.18882094983838,0.8982885113551193,0.9092099522226588
ZNF217,-0.004069577420626712,0.13394086556870155,-0.13801044298932827,0.930049526435041,0.9385045221299051
CEBPE,0.05740351996531814,-0.03656683013712119,0.09397035010243933,0.9398469945267627,0.9451360897751213
ELF1,-0.02422410103711609,0.006919222076996848,-0.03114332311411294,0.9422978432592801,0.9451360897751213
MAZ,-0.08552467908207617,-0.17324947604672133,0.08772479696464516,0.9742001683617999,0.9742001683617999
