Gene,Mean_CIN,Mean_GS,Delta_Z,p_value,q_value,neg_log10_q
TMEM170B,0.39854609375,0.3709,0.02764609374999999,0.8803226795639004,0.918554524795609,0.03689505915671755
RPL7,-0.013412499999999987,0.01050185185185186,-0.023914351851851846,0.8803789002725694,0.9185682627795025,0.03688856385804952
OR51M1,0.11875859375,0.0878833333333333,0.030875260416666703,0.8806354745669029,0.9187910337857536,0.036783251609761675
ARHGEF28,0.04170078125,0.0161333333333333,0.025567447916666697,0.8807919134569386,0.9188033273568086,0.036777440718974166
SOX7,0.46290390625,0.41587962962962977,0.04702427662037023,0.8807008444414867,0.9188033273568086,0.036777440718974166
CLCA3P,-0.03626874999999999,-0.05900555555555557,0.02273680555555558,0.8808195197763677,0.9188033273568086,0.036777440718974166
LINC02381,-0.08771796874999999,-0.06952962962962961,-0.018188339120370378,0.8807625624358422,0.9188033273568086,0.036777440718974166
TUSC7,-0.015216406250000043,-0.035972222222222225,0.02075581597222218,0.8810375982141403,0.9189409512539077,0.03671239434674974
TSR3,-0.04163593750000001,-0.016318518518518517,-0.025317418981481495,0.8810247110419644,0.9189409512539077,0.03671239434674974
OR6C68,0.0031257812499999905,-0.016342592592592606,0.019468373842592597,0.8813467988494237,0.919208153030347,0.03658613227409284
LOC389705,-0.06019140624999998,-0.04628888888888888,-0.013902517361111102,0.8814230323269201,0.919208153030347,0.03658613227409284
RELB,0.03616484374999998,0.06561666666666668,-0.029451822916666703,0.8813832623387319,0.919208153030347,0.03658613227409284
ASIC1,0.1105609375,0.08271666666666667,0.027844270833333323,0.8814965330550439,0.9192398715836239,0.03657114659869811
C2orf88,0.021150000000000002,0.03963703703703701,-0.01848703703703701,0.881577245619626,0.9192791072969072,0.03655261009842716
FRMPD4,0.06707421875000001,0.08632777777777775,-0.019253559027777742,0.8818761279564988,0.9195458281585408,0.03642662159675435
RHCG,0.06773124999999999,0.10533888888888887,-0.03760763888888888,0.8819398253613233,0.9195673039822028,0.03641647884746053
MYCL,0.09052187499999999,0.11840925925925926,-0.027887384259259268,0.8819871800784467,0.9195717386000909,0.03641438446521581
NECTIN3,-0.14013437499999998,-0.1214796296296296,-0.018654745370370374,0.8820439008153289,0.9195859374460048,0.0364076786992989
LOC642361,0.3382859375,0.37956111111111107,-0.04127517361111105,0.8821761250906761,0.919620999662241,0.03639112011991419
PLAAT4,-0.1967546875,-0.2122,0.015445312500000002,0.8821379971958836,0.919620999662241,0.03639112011991419
NAP1L1,0.101578125,0.07792222222222224,0.023655902777777765,0.8822068432194556,0.919620999662241,0.03639112011991419
MIR-4739/4739,-0.03046484374999997,-0.05241481481481478,0.021949971064814812,0.8824148620581467,0.9197928829867867,0.03630995515720207
SNORA36C,0.07139765625,0.09652777777777778,-0.025130121527777785,0.8824579574341007,0.9197928829867867,0.03630995515720207
CCDC144B,0.1366890625,0.11245925925925924,0.02422980324074077,0.8825690690017551,0.9198637560895185,0.036276492611210374
FAM25BP,0.00861406250000002,0.03109074074074078,-0.02247667824074076,0.8831050546663259,0.9202567148731289,0.03609100493621879
TRIM51GP,0.012846093749999989,0.04092592592592595,-0.02807983217592596,0.8830071937716856,0.9202567148731289,0.03609100493621879
UNC5B-AS1,-0.06982968749999999,-0.05134629629629628,-0.01848339120370371,0.883118630434143,0.9202567148731289,0.03609100493621879
B9D2,-0.0478796875,-0.0697425925925926,0.02186290509259261,0.8830983111625267,0.9202567148731289,0.03609100493621879
MED18,-0.26134921874999995,-0.23825740740740736,-0.023091811342592583,0.8833805274173749,0.9204846667863099,0.035983441473446384
TMEM174,-0.01446406250000001,0.00971666666666667,-0.02418072916666668,0.883722248710141,0.9207957694975024,0.035836684695500685
METRN,-0.22205390625,-0.20490185185185186,-0.017152054398148125,0.8839346017807068,0.9209305122524961,0.035773137755160556
C11orf87,0.25280312499999996,0.28184444444444445,-0.02904131944444449,0.883937896878679,0.9209305122524961,0.035773137755160556
PARVB,-0.00475624999999999,-0.024096296296296303,0.019340046296296313,0.8842920428517949,0.9211645297711558,0.03566279326668324
RBM26-AS1,0.15509296875,0.1835259259259259,-0.028432957175925894,0.8842879725018349,0.9211645297711558,0.03566279326668324
SOSTDC1,0.017165625000000007,-0.00391111111111111,0.02107673611111112,0.8842322168305874,0.9211645297711558,0.03566279326668324
VPS13B,0.3296296875,0.3580925925925926,-0.028462905092592583,0.8844076312067649,0.9212399576113821,0.03562723332853199
CBLN2,-0.008123437500000018,0.010424074074074056,-0.018547511574074076,0.884463372504591,0.9212530416631083,0.03562106523837593
CRPPA-AS1,0.28538593749999996,0.25697592592592594,0.028410011574074023,0.8845798485111067,0.9213293823464392,0.03558507842215289
KRTAP21-1,-0.047295312500000054,-0.02841111111111108,-0.018884201388888973,0.8847509915376841,0.921462650937588,0.0355222630715301
THNSL2,0.2282953125,0.2511444444444444,-0.02284913194444438,0.8848611839897412,0.9215324299727193,0.035489376765713586
C8orf37,0.26687421874999995,0.2944,-0.027525781250000048,0.8849811241022313,0.921612353332411,0.03545171257956239
LHX8,-0.058865625000000005,-0.06264444444444445,0.0037788194444444423,0.8850301908014822,0.9216184654797747,0.03544883234140063
HIF1A,-0.1522640625,-0.17550740740740742,0.023243344907407426,0.8850926660185064,0.9216385391919975,0.035439373104378426
REST,-0.13229609374999995,-0.11008333333333334,-0.022212760416666616,0.8852125915489617,0.921673448865214,0.03542292328086182
SLC22A7,0.3787484374999999,0.3403407407407407,0.0384076967592592,0.8851806766088751,0.921673448865214,0.03542292328086182
C17orf99,0.259953125,0.2986240740740741,-0.03867094907407409,0.8852735518941789,0.9216919397648988,0.03541421041715247
PEG3-AS1,0.2670554687500001,0.32070925925925925,-0.05365379050925917,0.8853696286544344,0.9217469881102014,0.035388272815153936
OR9K2,-0.10809921875000003,-0.09784444444444447,-0.010254774305555561,0.885752337313541,0.9220819730048297,0.03523046848956105
FBXL13,0.1544390625,0.18279629629629626,-0.02835723379629626,0.8857778315788135,0.9220819730048297,0.03523046848956105
MIR-4688/4688,0.08119140624999997,0.11616296296296297,-0.034971556712962995,0.8859508116289554,0.9221720527932753,0.03518804358004557
GRHL3,0.017688281249999997,0.04797222222222223,-0.030283940972222232,0.8859427484284295,0.9221720527932753,0.03518804358004557
THRB,0.25341953125,0.22910925925925926,0.024310271990740734,0.8860028662431567,0.922172783670136,0.035187699375663316
APOC1P1,-0.020121093749999985,-0.04381851851851848,0.023697424768518494,0.8860379607431037,0.922172783670136,0.035187699375663316
SPINK8,-0.0055499999999999855,-0.026848148148148124,0.02129814814814814,0.8863960735568502,0.9223978404356239,0.035081722504326354
FABP12,-0.007596093750000005,-0.02525555555555558,0.017659461805555575,0.8864421178057591,0.9223978404356239,0.035081722504326354
TCTEX1D4,0.00897812500000001,-0.011131481481481473,0.020109606481481482,0.886482518726657,0.9223978404356239,0.035081722504326354
PPY,0.012296875000000068,-0.0038185185185185206,0.016115393518518588,0.8865303717361815,0.9223978404356239,0.035081722504326354
ACAA2,-0.11130624999999998,-0.09094629629629632,-0.020359953703703665,0.8865568369333444,0.9223978404356239,0.035081722504326354
KLF4,-0.04643515624999997,-0.022964814814814823,-0.023470341435185147,0.8863388717291284,0.9223978404356239,0.035081722504326354
NOD2,0.0836328125,0.11046851851851855,-0.02683570601851855,0.8865401130654078,0.9223978404356239,0.035081722504326354
CHRNE,-0.12579218749999999,-0.10404814814814814,-0.021744039351851846,0.8866378213944774,0.9224371151046558,0.035063231124389665
ASCC2,-0.024214843749999996,-0.05546111111111111,0.03124626736111111,0.8867709570678299,0.9225117733786556,0.03502808253393638
OR3A1,0.016404687500000042,-0.0008777777777777664,0.017282465277777808,0.8867960609431849,0.9225117733786556,0.03502808253393638
ADAM6,0.04624062499999998,0.016940740740740718,0.02929988425925926,0.8869409444338181,0.9226175060699907,0.03497830919288617
LINC00523,0.028402343750000003,0.005275925925925923,0.02312641782407408,0.8870461569293233,0.9226819637310278,0.03494796874465614
TMA7,-0.26888984375,-0.2867166666666667,0.01782682291666665,0.8878418363625792,0.9233842563642528,0.03461753441171125
MGST3,0.36560546875,0.4105,-0.04489453124999998,0.8878794571032333,0.9233842563642528,0.03461753441171125
MIR-3921/3921,-0.021547656249999943,-0.044642592592592525,0.023094936342592583,0.887792064924904,0.9233842563642528,0.03461753441171125
JMJD7-PLA2G4B,0.015853906249999997,0.04212222222222222,-0.026268315972222223,0.8878944466516356,0.9233842563642528,0.03461753441171125
TMPPE,-0.10187421875,-0.12595185185185193,0.02407763310185193,0.8879791562585232,0.9234273395776755,0.03459727159562686
SMIM17,0.25416171874999993,0.27831296296296304,-0.024151244212963108,0.8880899939089912,0.923497588343731,0.03456423435517179
MIR-4734/4734,0.0747671875,0.10012962962962962,-0.025362442129629625,0.8885369788325699,0.9239173624813763,0.03436687144579277
PAN3-AS1,0.3064,0.33405370370370374,-0.027653703703703736,0.8887361688307706,0.9240161534349391,0.034320436478662605
ARHGDIA,0.0072460937500000155,-0.017749999999999964,0.02499609374999998,0.8887619163177121,0.9240161534349391,0.034320436478662605
LINC01531,0.13029453125,0.10400925925925925,0.026285271990740766,0.8886795114552699,0.9240161534349391,0.034320436478662605
ADTRP,0.04524609375000001,0.024949999999999996,0.02029609375000001,0.8891740412943718,0.9243995795251644,0.03414026073721909
